Time [s],Voltage [V]
2.7,8.04
2.72,8
2.74,8
2.76,8.04
2.78,8.04
2.8,8.04
2.82,8.04
2.84,8.04
2.86,8.04
2.88,8.04
2.9,8
2.92,8.04
2.94,8.04
2.96,8.04
2.98,8
3,8.04
3.02,8.04
3.04,8.04
3.06,8.04
3.08,8.04
3.1,8.04
3.12,8.08
3.14,8.04
3.16,8.04
3.18,8.04
3.2,8.08
3.22,8.04
3.24,8.04
3.26,8.08
3.28,8.04
3.3,8.08
3.32,8.04
3.34,8.08
3.36,8.08
3.38,8.08
3.4,8.08
3.42,8.08
3.44,8.08
3.46,8.04
3.48,8.04
3.5,8.08
3.52,8.08
3.54,8.08
3.56,8.08
3.58,8.08
3.6,8.08
3.62,8.04
3.64,8.08
3.66,8.08
3.68,8.08
3.7,8.08
3.72,8.08
3.74,8.08
3.76,8.04
3.78,8.08
3.8,8.08
3.82,8.08
3.84,8.08
3.86,8.12
3.88,8.08
3.9,8.08
3.92,8.08
3.94,8.08
3.96,8.08
3.98,8.12
4,8.08
4.02,8.12
4.04,8.08
4.06,8.12
4.08,8.08
4.1,8.08
4.12,8.12
4.14,8.12
4.16,8.12
4.18,8.12
4.2,8.12
4.22,8.12
4.24,8.12
4.26,8.12
4.28,8.08
4.3,8.12
4.32,8.12
4.34,8.12
4.36,8.12
4.38,8.12
4.4,8.12
4.42,8.12
4.44,8.12
4.46,8.12
4.48,8.12
4.5,8.12
4.52,8.12
4.54,8.12
4.56,8.12
4.58,8.12
4.6,8.12
4.62,8.12
4.64,8.12
4.66,8.12
4.68,8.12
4.7,8.12
4.72,8.12
4.74,8.12
4.76,8.16
4.78,8.16
4.8,8.12
4.82,8.12
4.84,8.16
4.86,8.16
4.88,8.12
4.9,8.12
4.92,8.12
4.94,8.12
4.96,8.12
4.98,8.16
5,8.16
5.02,8.16
5.04,8.12
5.06,8.16
5.08,8.16
5.1,8.12
5.12,8.16
5.14,8.16
5.16,8.16
5.18,8.16
5.2,8.12
5.22,8.16
5.24,8.16
5.26,8.16
5.28,8.16
5.3,8.16
5.32,8.16
5.34,8.16
5.36,8.16
5.38,8.16
5.4,8.16
5.42,8.16
5.44,8.16
5.46,8.16
5.48,8.2
5.5,8.16
5.52,8.16
5.54,8.16
5.56,8.16
5.58,8.16
5.6,8.16
5.62,8.2
5.64,8.2
5.66,8.2
5.68,8.2
5.7,8.2
5.72,8.2
5.74,8.2
5.76,8.2
5.78,8.2
5.8,8.2
5.82,8.2
5.84,8.2
5.86,8.2
5.88,8.2
5.9,8.2
5.92,8.2
5.94,8.2
5.96,8.2
5.98,8.2
6,8.2
6.02,8.2
6.04,8.24
6.06,8.2
6.08,8.2
6.1,8.2
6.12,8.2
6.14,8.2
6.16,8.24
6.18,8.2
6.2,8.2
6.22,8.24
6.24,8.2
6.26,8.2
6.28,8.2
6.3,8.24
6.32,8.24
6.34,8.2
6.36,8.24
6.38,8.2
6.4,8.24
6.42,8.24
6.44,8.24
6.46,8.24
6.48,8.2
6.5,8.2
6.52,8.24
6.54,8.24
6.56,8.24
6.58,8.24
6.6,8.24
6.62,8.24
6.64,8.24
6.66,8.24
6.68,8.24
6.7,8.24
6.72,8.24
6.74,8.24
6.76,8.24
6.78,8.24
6.8,8.24
6.82,8.24
6.84,8.28
6.86,8.24
6.88,8.24
6.9,8.24
6.92,8.24
6.94,8.28
6.96,8.24
6.98,8.28
7,8.24
7.02,8.24
7.04,8.24
7.06,8.24
7.08,8.28
7.1,8.28
7.12,8.28
7.14,8.24
7.16,8.28
7.18,8.28
7.2,8.28
7.22,8.28
7.24,8.28
7.26,8.24
7.28,8.28
7.3,8.24
7.32,8.28
7.34,8.32
7.36,8.28
7.38,8.32
7.4,8.28
7.42,8.28
7.44,8.28
7.46,8.28
7.48,8.28
7.5,8.32
7.52,8.32
7.54,8.32
7.56,8.32
7.58,8.32
7.6,8.32
7.62,8.28
7.64,8.28
7.66,8.28
7.68,8.32
7.7,8.28
7.72,8.32
7.74,8.32
7.76,8.32
7.78,8.32
7.8,8.32
7.82,8.32
7.84,8.32
7.86,8.28
7.88,8.32
7.9,8.32
7.92,8.32
7.94,8.32
7.96,8.32
7.98,8.32
8,8.32
8.02,8.32
8.04,8.32
8.06,8.32
8.08,8.32
8.1,8.32
8.12,8.32
8.14,8.32
8.16,8.32
8.18,8.32
8.2,8.32
8.22,8.32
8.24,8.32
8.26,8.32
8.28,8.32
8.3,8.32
8.32,8.36
8.34,8.32
8.36,8.32
8.38,8.32
8.4,8.32
8.42,8.36
8.44,8.36
8.46,8.36
8.48,8.36
8.5,8.36
8.52,8.36
8.54,8.32
8.56,8.36
8.58,8.36
8.6,8.36
8.62,8.32
8.64,8.32
8.66,8.36
8.68,8.4
8.7,8.32
8.72,8.36
8.74,8.36
8.76,8.36
8.78,8.36
8.8,8.4
8.82,8.36
8.84,8.36
8.86,8.36
8.88,8.36
8.9,8.36
8.92,8.4
8.94,8.36
8.96,8.36
8.98,8.36
9,8.36
9.02,8.4
9.04,8.36
9.06,8.4
9.08,8.4
9.1,8.4
9.12,8.36
9.14,8.4
9.16,8.4
9.18,8.36
9.2,8.36
9.22,8.4
9.24,8.4
9.26,8.4
9.28,8.4
9.3,8.4
9.32,8.4
9.34,8.4
9.36,8.4
9.38,8.4
9.4,8.4
9.42,8.4
9.44,8.4
9.46,8.4
9.48,8.4
9.5,8.4
9.52,8.4
9.54,8.44
9.56,8.4
9.58,8.4
9.6,8.4
9.62,8.4
9.64,8.4
9.66,8.4
9.68,8.44
9.7,8.4
9.72,8.4
9.74,8.4
9.76,8.44
9.78,8.4
9.8,8.4
9.82,8.4
9.84,8.44
9.86,8.4
9.88,8.44
9.9,8.44
9.92,8.44
9.94,8.44
9.96,8.44
9.98,8.44
10,8.44
10.02,8.44
10.04,8.44
10.06,8.44
10.08,8.44
10.1,8.48
10.12,8.44
10.14,8.44
10.16,8.44
10.18,8.44
10.2,8.44
10.22,8.44
10.24,8.44
10.26,8.48
10.28,8.44
10.3,8.44
10.32,8.44
10.34,8.44
10.36,8.44
10.38,8.44
10.4,8.44
10.42,8.44
10.44,8.44
10.46,8.44
10.48,8.48
10.5,8.44
10.52,8.48
10.54,8.48
10.56,8.48
10.58,8.44
10.6,8.44
10.62,8.48
10.64,8.48
10.66,8.44
10.68,8.44
10.7,8.48
10.72,8.48
10.74,8.48
10.76,8.48
10.78,8.48
10.8,8.48
10.82,8.48
10.84,8.48
10.86,8.48
10.88,8.48
10.9,8.48
10.92,8.48
10.94,8.48
10.96,8.48
10.98,8.48
11,8.44
11.02,8.48
11.04,8.48
11.06,8.48
11.08,8.48
11.1,8.48
11.12,8.48
11.14,8.52
11.16,8.48
11.18,8.48
11.2,8.48
11.22,8.52
11.24,8.48
11.26,8.52
11.28,8.48
11.3,8.48
11.32,8.48
11.34,8.52
11.36,8.52
11.38,8.52
11.4,8.52
11.42,8.48
11.44,8.48
11.46,8.48
11.48,8.48
11.5,8.52
11.52,8.52
11.54,8.52
11.56,8.52
11.58,8.52
11.6,8.56
11.62,8.52
11.64,8.52
11.66,8.52
11.68,8.52
11.7,8.52
11.72,8.56
11.74,8.52
11.76,8.56
11.78,8.52
11.8,8.52
11.82,8.56
11.84,8.52
11.86,8.52
11.88,8.56
11.9,8.56
11.92,8.56
11.94,8.52
11.96,8.52
11.98,8.56
12,8.52
12.02,8.56
12.04,8.56
12.06,8.56
12.08,8.52
12.1,8.52
12.12,8.52
12.14,8.56
12.16,8.56
12.18,8.56
12.2,8.56
12.22,8.56
12.24,8.56
12.26,8.56
12.28,8.56
12.3,8.56
12.32,8.56
12.34,8.56
12.36,8.56
12.38,8.56
12.4,8.56
12.42,8.56
12.44,8.56
12.46,8.56
12.48,8.56
12.5,8.56
12.52,8.56
12.54,8.56
12.56,8.56
12.58,8.56
12.6,8.56
12.62,8.56
12.64,8.56
12.66,8.6
12.68,8.6
12.7,8.56
12.72,8.56
12.74,8.56
12.76,8.6
12.78,8.6
12.8,8.56
12.82,8.6
12.84,8.56
12.86,8.6
12.88,8.6
12.9,8.6
12.92,8.6
12.94,8.6
12.96,8.6
12.98,8.6
13,8.6
13.02,8.6
13.04,8.6
13.06,8.6
13.08,8.6
13.1,8.6
13.12,8.6
13.14,8.56
13.16,8.6
13.18,8.6
13.2,8.64
13.22,8.6
13.24,8.6
13.26,8.6
13.28,8.6
13.3,8.64
13.32,8.6
13.34,8.6
13.36,8.6
13.38,8.6
13.4,8.6
13.42,8.64
13.44,8.6
13.46,8.6
13.48,8.64
13.5,8.64
13.52,8.64
13.54,8.64
13.56,8.64
13.58,8.64
13.6,8.64
13.62,8.64
13.64,8.64
13.66,8.64
13.68,8.64
13.7,8.64
13.72,8.64
13.74,8.64
13.76,8.64
13.78,8.64
13.8,8.64
13.82,8.64
13.84,8.64
13.86,8.64
13.88,8.64
13.9,8.64
13.92,8.64
13.94,8.64
13.96,8.64
13.98,8.64
14,8.64
14.02,8.68
14.04,8.64
14.06,8.64
14.08,8.68
14.1,8.68
14.12,8.64
14.14,8.68
14.16,8.68
14.18,8.68
14.2,8.64
14.22,8.68
14.24,8.68
14.26,8.68
14.28,8.68
14.3,8.68
14.32,8.64
14.34,8.64
14.36,8.68
14.38,8.68
14.4,8.68
14.42,8.68
14.44,8.68
14.46,8.68
14.48,8.68
14.5,8.68
14.52,8.68
14.54,8.68
14.56,8.68
14.58,8.68
14.6,8.68
14.62,8.68
14.64,8.68
14.66,8.72
14.68,8.72
14.7,8.72
14.72,8.68
14.74,8.72
14.76,8.68
14.78,8.68
14.8,8.72
14.82,8.72
14.84,8.72
14.86,8.72
14.88,8.68
14.9,8.68
14.92,8.72
14.94,8.72
14.96,8.72
14.98,8.72
15,8.72
15.02,8.72
15.04,8.72
15.06,8.72
15.08,8.72
15.1,8.72
15.12,8.72
15.14,8.72
15.16,8.72
15.18,8.72
15.2,8.72
15.22,8.72
15.24,8.72
15.26,8.68
15.28,8.68
15.3,8.72
15.32,8.72
15.34,8.76
15.36,8.76
15.38,8.76
15.4,8.72
15.42,8.76
15.44,8.72
15.46,8.72
15.48,8.76
15.5,8.76
15.52,8.76
15.54,8.76
15.56,8.72
15.58,8.76
15.6,8.76
15.62,8.76
15.64,8.72
15.66,8.76
15.68,8.76
15.7,8.76
15.72,8.76
15.74,8.72
15.76,8.76
15.78,8.76
15.8,8.76
15.82,8.76
15.84,8.76
15.86,8.76
15.88,8.76
15.9,8.76
15.92,8.76
15.94,8.76
15.96,8.76
15.98,8.76
16,8.76
16.02,8.76
16.04,8.76
16.06,8.76
16.08,8.76
16.1,8.76
16.12,8.76
16.14,8.76
16.16,8.76
16.18,8.76
16.2,8.76
16.22,8.76
16.24,8.76
16.26,8.76
16.28,8.8
16.3,8.8
16.32,8.76
16.34,8.76
16.36,8.76
16.38,8.76
16.4,8.76
16.42,8.8
16.44,8.8
16.46,8.76
16.48,8.8
16.5,8.76
16.52,8.76
16.54,8.76
16.56,8.8
16.58,8.8
16.6,8.76
16.62,8.8
16.64,8.8
16.66,8.76
16.68,8.8
16.7,8.8
16.72,8.8
16.74,8.8
16.76,8.84
16.78,8.8
16.8,8.8
16.82,8.8
16.84,8.8
16.86,8.8
16.88,8.8
16.9,8.8
16.92,8.8
16.94,8.8
16.96,8.8
16.98,8.8
17,8.8
17.02,8.8
17.04,8.84
17.06,8.84
17.08,8.84
17.1,8.8
17.12,8.84
17.14,8.8
17.16,8.8
17.18,8.84
17.2,8.8
17.22,8.84
17.24,8.84
17.26,8.84
17.28,8.84
17.3,8.84
17.32,8.84
17.34,8.84
17.36,8.84
17.38,8.84
17.4,8.84
17.42,8.84
17.44,8.84
17.46,8.84
17.48,8.84
17.5,8.84
17.52,8.84
17.54,8.84
17.56,8.84
17.58,8.84
17.6,8.88
17.62,8.84
17.64,8.84
17.66,8.88
17.68,8.84
17.7,8.88
17.72,8.84
17.74,8.88
17.76,8.84
17.78,8.84
17.8,8.84
17.82,8.88
17.84,8.88
17.86,8.84
17.88,8.88
17.9,8.88
17.92,8.88
17.94,8.88
17.96,8.88
17.98,8.88
18,8.88
18.02,8.88
18.04,8.84
18.06,8.88
18.08,8.88
18.1,8.88
18.12,8.88
18.14,8.88
18.16,8.92
18.18,8.88
18.2,8.92
18.22,8.88
18.24,8.88
18.26,8.92
18.28,8.92
18.3,8.88
18.32,8.92
18.34,8.88
18.36,8.92
18.38,8.88
18.4,8.92
18.42,8.88
18.44,8.92
18.46,8.88
18.48,8.88
18.5,8.92
18.52,8.92
18.54,8.92
18.56,8.92
18.58,8.92
18.6,8.88
18.62,8.92
18.64,8.92
18.66,8.92
18.68,8.92
18.7,8.92
18.72,8.92
18.74,8.92
18.76,8.92
18.78,8.92
18.8,8.92
18.82,8.92
18.84,8.92
18.86,8.92
18.88,8.88
18.9,8.92
18.92,8.92
18.94,8.92
18.96,8.92
18.98,8.92
19,8.92
19.02,8.92
19.04,8.96
19.06,8.92
19.08,8.92
19.1,8.92
19.12,8.92
19.14,8.92
19.16,8.92
19.18,8.92
19.2,8.92
19.22,8.96
19.24,8.92
19.26,8.96
19.28,8.96
19.3,8.96
19.32,8.96
19.34,8.92
19.36,8.96
19.38,8.92
19.4,8.92
19.42,8.96
19.44,8.96
19.46,8.96
19.48,8.96
19.5,8.96
19.52,8.96
19.54,8.96
19.56,8.96
19.58,8.96
19.6,8.96
19.62,8.96
19.64,8.96
19.66,8.96
19.68,8.96
19.7,8.96
19.72,9
19.74,8.96
19.76,8.92
19.78,9
19.8,8.96
19.82,8.96
19.84,8.96
19.86,9
19.88,8.96
19.9,9
19.92,9
19.94,9
19.96,9
19.98,8.96
20,8.96
20.02,9
20.04,9
20.06,9
20.08,9
20.1,9
20.12,9
20.14,9
20.16,9
20.18,9
20.2,9
20.22,9
20.24,9
20.26,9
20.28,9.04
20.3,9
20.32,9
20.34,9
20.36,9
20.38,9
20.4,9
20.42,9.04
20.44,9.04
20.46,9
20.48,9
20.5,9
20.52,9.04
20.54,9
20.56,9.04
20.58,9.04
20.6,9
20.62,9.04
20.64,9
20.66,9.04
20.68,9.04
20.7,9.04
20.72,9.04
20.74,9.04
20.76,9.04
20.78,9.08
20.8,9
20.82,9.04
20.84,9
20.86,9.04
20.88,9.08
20.9,9.04
20.92,9
20.94,9.04
20.96,9.04
20.98,9.04
21,9.04
21.02,9.04
21.04,9.04
21.06,9.08
21.08,9.08
21.1,9.04
21.12,9.08
21.14,9.04
21.16,9.08
21.18,9.04
21.2,9.08
21.22,9.08
21.24,9.08
21.26,9.04
21.28,9.08
21.3,9.04
21.32,9.08
21.34,9.08
21.36,9.08
21.38,9.04
21.4,9.08
21.42,9.08
21.44,9.08
21.46,9.08
21.48,9.08
21.5,9.08
21.52,9.08
21.54,9.08
21.56,9.08
21.58,9.08
21.6,9.08
21.62,9.08
21.64,9.08
21.66,9.08
21.68,9.08
21.7,9.08
21.72,9.08
21.74,9.08
21.76,9.08
21.78,9.08
21.8,9.08
21.82,9.08
21.84,9.08
21.86,9.12
21.88,9.08
21.9,9.12
21.92,9.12
21.94,9.08
21.96,9.12
21.98,9.08
22,9.12
22.02,9.12
22.04,9.12
22.06,9.08
22.08,9.08
22.1,9.12
22.12,9.08
22.14,9.12
22.16,9.08
22.18,9.12
22.2,9.12
22.22,9.12
22.24,9.12
22.26,9.12
22.28,9.12
22.3,9.12
22.32,9.12
22.34,9.12
22.36,9.12
22.38,9.12
22.4,9.12
22.42,9.12
22.44,9.12
22.46,9.12
22.48,9.12
22.5,9.12
22.52,9.12
22.54,9.12
22.56,9.16
22.58,9.12
22.6,9.12
22.62,9.12
22.64,9.16
22.66,9.12
22.68,9.12
22.7,9.12
22.72,9.12
22.74,9.12
22.76,9.12
22.78,9.16
22.8,9.12
22.82,9.12
22.84,9.12
22.86,9.12
22.88,9.12
22.9,9.12
22.92,9.16
22.94,9.16
22.96,9.12
22.98,9.16
23,9.16
23.02,9.16
23.04,9.12
23.06,9.16
23.08,9.12
23.1,9.16
23.12,9.16
23.14,9.16
23.16,9.16
23.18,9.16
23.2,9.2
23.22,9.16
23.24,9.16
23.26,9.2
23.28,9.2
23.3,9.16
23.32,9.16
23.34,9.16
23.36,9.16
23.38,9.16
23.4,9.16
23.42,9.16
23.44,9.16
23.46,9.16
23.48,9.16
23.5,9.16
23.52,9.16
23.54,9.16
23.56,9.16
23.58,9.16
23.6,9.16
23.62,9.16
23.64,9.2
23.66,9.16
23.68,9.2
23.7,9.16
23.72,9.2
23.74,9.16
23.76,9.16
23.78,9.16
23.8,9.16
23.82,9.2
23.84,9.2
23.86,9.2
23.88,9.2
23.9,9.24
23.92,9.2
23.94,9.2
23.96,9.2
23.98,9.2
24,9.2
24.02,9.2
24.04,9.24
24.06,9.2
24.08,9.2
24.1,9.2
24.12,9.24
24.14,9.2
24.16,9.24
24.18,9.24
24.2,9.2
24.22,9.2
24.24,9.24
24.26,9.24
24.28,9.2
24.3,9.2
24.32,9.24
24.34,9.24
24.36,9.24
24.38,9.24
24.4,9.24
24.42,9.24
24.44,9.24
24.46,9.24
24.48,9.24
24.5,9.24
24.52,9.24
24.54,9.24
24.56,9.24
24.58,9.24
24.6,9.24
24.62,9.24
24.64,9.24
24.66,9.24
24.68,9.24
24.7,9.24
24.72,9.24
24.74,9.24
24.76,9.24
24.78,9.24
24.8,9.24
24.82,9.24
24.84,9.24
24.86,9.24
24.88,9.28
24.9,9.24
24.92,9.24
24.94,9.24
24.96,9.24
24.98,9.24
25,9.24
25.02,9.28
25.04,9.28
25.06,9.28
25.08,9.24
25.1,9.28
25.12,9.28
25.14,9.28
25.16,9.24
25.18,9.24
25.2,9.28
25.22,9.28
25.24,9.28
25.26,9.28
25.28,9.28
25.3,9.28
25.32,9.28
25.34,9.28
25.36,9.28
25.38,9.28
25.4,9.28
25.42,9.28
25.44,9.28
25.46,9.32
25.48,9.28
25.5,9.28
25.52,9.28
25.54,9.32
25.56,9.28
25.58,9.28
25.6,9.32
25.62,9.32
25.64,9.28
25.66,9.32
25.68,9.28
25.7,9.32
25.72,9.32
25.74,9.32
25.76,9.32
25.78,9.32
25.8,9.32
25.82,9.32
25.84,9.32
25.86,9.32
25.88,9.36
25.9,9.32
25.92,9.32
25.94,9.32
25.96,9.32
25.98,9.32
26,9.28
26.02,9.32
26.04,9.32
26.06,9.32
26.08,9.32
26.1,9.32
26.12,9.32
26.14,9.32
26.16,9.32
26.18,9.32
26.2,9.32
26.22,9.32
26.24,9.32
26.26,9.32
26.28,9.32
26.3,9.32
26.32,9.32
26.34,9.32
26.36,9.32
26.38,9.36
26.4,9.32
26.42,9.32
26.44,9.32
26.46,9.32
26.48,9.36
26.5,9.36
26.52,9.36
26.54,9.32
26.56,9.36
26.58,9.36
26.6,9.36
26.62,9.36
26.64,9.36
26.66,9.36
26.68,9.36
26.7,9.36
26.72,9.36
26.74,9.36
26.76,9.36
26.78,9.36
26.8,9.36
26.82,9.36
26.84,9.36
26.86,9.4
26.88,9.36
26.9,9.4
26.92,9.36
26.94,9.36
26.96,9.36
26.98,9.36
27,9.36
27.02,9.36
27.04,9.36
27.06,9.36
27.08,9.4
27.1,9.4
27.12,9.4
27.14,9.4
27.16,9.4
27.18,9.4
27.2,9.4
27.22,9.4
27.24,9.4
27.26,9.4
27.28,9.4
27.3,9.4
27.32,9.4
27.34,9.4
27.36,9.36
27.38,9.4
27.4,9.4
27.42,9.4
27.44,9.44
27.46,9.4
27.48,9.4
27.5,9.4
27.52,9.4
27.54,9.4
27.56,9.4
27.58,9.4
27.6,9.4
27.62,9.4
27.64,9.4
27.66,9.4
27.68,9.4
27.7,9.4
27.72,9.44
27.74,9.44
27.76,9.4
27.78,9.4
27.8,9.4
27.82,9.44
27.84,9.44
27.86,9.44
27.88,9.4
27.9,9.4
27.92,9.44
27.94,9.44
27.96,9.44
27.98,9.4
28,9.44
28.02,9.44
28.04,9.44
28.06,9.44
28.08,9.44
28.1,9.4
28.12,9.44
28.14,9.44
28.16,9.44
28.18,9.44
28.2,9.44
28.22,9.44
28.24,9.44
28.26,9.44
28.28,9.44
28.3,9.44
28.32,9.44
28.34,9.44
28.36,9.44
28.38,9.44
28.4,9.44
28.42,9.44
28.44,9.44
28.46,9.44
28.48,9.48
28.5,9.44
28.52,9.44
28.54,9.48
28.56,9.44
28.58,9.44
28.6,9.44
28.62,9.44
28.64,9.44
28.66,9.48
28.68,9.48
28.7,9.48
28.72,9.44
28.74,9.48
28.76,9.48
28.78,9.44
28.8,9.44
28.82,9.44
28.84,9.48
28.86,9.44
28.88,9.48
28.9,9.44
28.92,9.48
28.94,9.48
28.96,9.48
28.98,9.44
29,9.48
29.02,9.48
29.04,9.48
29.06,9.48
29.08,9.48
29.1,9.48
29.12,9.48
29.14,9.48
29.16,9.48
29.18,9.48
29.2,9.48
29.22,9.48
29.24,9.48
29.26,9.44
29.28,9.48
29.3,9.48
29.32,9.48
29.34,9.52
29.36,9.52
29.38,9.48
29.4,9.52
29.42,9.52
29.44,9.48
29.46,9.52
29.48,9.48
29.5,9.52
29.52,9.52
29.54,9.48
29.56,9.52
29.58,9.52
29.6,9.52
29.62,9.52
29.64,9.52
29.66,9.52
29.68,9.52
29.7,9.52
29.72,9.52
29.74,9.52
29.76,9.52
29.78,9.52
29.8,9.52
29.82,9.52
29.84,9.52
29.86,9.52
29.88,9.52
29.9,9.52
29.92,9.52
29.94,9.52
29.96,9.52
29.98,9.52
30,9.52
30.02,9.52
30.04,9.56
30.06,9.52
30.08,9.52
30.1,9.52
30.12,9.56
30.14,9.52
30.16,9.52
30.18,9.56
30.2,9.56
30.22,9.52
30.24,9.56
30.26,9.52
30.28,9.52
30.3,9.56
30.32,9.56
30.34,9.56
30.36,9.56
30.38,9.56
30.4,9.56
30.42,9.56
30.44,9.56
30.46,9.56
30.48,9.56
30.5,9.56
30.52,9.6
30.54,9.56
30.56,9.56
30.58,9.56
30.6,9.6
30.62,9.56
30.64,9.56
30.66,9.56
30.68,9.6
30.7,9.56
30.72,9.56
30.74,9.6
30.76,9.56
30.78,9.6
30.8,9.56
30.82,9.6
30.84,9.6
30.86,9.56
30.88,9.6
30.9,9.6
30.92,9.6
30.94,9.6
30.96,9.6
30.98,9.6
31,9.6
31.02,9.6
31.04,9.6
31.06,9.6
31.08,9.6
31.1,9.6
31.12,9.6
31.14,9.6
31.16,9.6
31.18,9.6
31.2,9.6
31.22,9.6
31.24,9.6
31.26,9.6
31.28,9.56
31.3,9.6
31.32,9.6
31.34,9.6
31.36,9.6
31.38,9.6
31.4,9.6
31.42,9.6
31.44,9.64
31.46,9.6
31.48,9.6
31.5,9.6
31.52,9.6
31.54,9.6
31.56,9.6
31.58,9.64
31.6,9.64
31.62,9.64
31.64,9.6
31.66,9.64
31.68,9.64
31.7,9.64
31.72,9.6
31.74,9.64
31.76,9.64
31.78,9.64
31.8,9.64
31.82,9.64
31.84,9.64
31.86,9.64
31.88,9.64
31.9,9.64
31.92,9.64
31.94,9.64
31.96,9.6
31.98,9.64
32,9.68
32.02,9.64
32.04,9.64
32.06,9.64
32.08,9.68
32.1,9.68
32.12,9.68
32.14,9.68
32.16,9.64
32.18,9.68
32.2,9.68
32.22,9.68
32.24,9.68
32.26,9.64
32.28,9.64
32.3,9.64
32.32,9.64
32.34,9.68
32.36,9.68
32.38,9.68
32.4,9.68
32.42,9.68
32.44,9.68
32.46,9.68
32.48,9.68
32.5,9.68
32.52,9.68
32.54,9.68
32.56,9.64
32.58,9.68
32.6,9.68
32.62,9.68
32.64,9.68
32.66,9.68
32.68,9.68
32.7,9.68
32.72,9.68
32.74,9.72
32.76,9.72
32.78,9.68
32.8,9.72
32.82,9.68
32.84,9.72
32.86,9.68
32.88,9.72
32.9,9.68
32.92,9.68
32.94,9.68
32.96,9.72
32.98,9.68
33,9.72
33.02,9.72
33.04,9.72
33.06,9.72
33.08,9.72
33.1,9.68
33.12,9.72
33.14,9.72
33.16,9.72
33.18,9.72
33.2,9.72
33.22,9.76
33.24,9.72
33.26,9.72
33.28,9.72
33.3,9.72
33.32,9.68
33.34,9.72
33.36,9.72
33.38,9.68
33.4,9.68
33.42,9.72
33.44,9.72
33.46,9.72
33.48,9.72
33.5,9.76
33.52,9.72
33.54,9.72
33.56,9.72
33.58,9.76
33.6,9.72
33.62,9.72
33.64,9.76
33.66,9.76
33.68,9.76
33.7,9.76
33.72,9.76
33.74,9.76
33.76,9.76
33.78,9.76
33.8,9.72
33.82,9.76
33.84,9.76
33.86,9.76
33.88,9.72
33.9,9.76
33.92,9.76
33.94,9.76
33.96,9.76
33.98,9.76
34,9.76
34.02,9.76
34.04,9.76
34.06,9.76
34.08,9.76
34.1,9.76
34.12,9.76
34.14,9.76
34.16,9.76
34.18,9.76
34.2,9.76
34.22,9.8
34.24,9.76
34.26,9.8
34.28,9.76
34.3,9.76
34.32,9.8
34.34,9.8
34.36,9.8
34.38,9.76
34.4,9.8
34.42,9.8
34.44,9.76
34.46,9.76
34.48,9.76
34.5,9.8
34.52,9.8
34.54,9.76
34.56,9.76
34.58,9.8
34.6,9.8
34.62,9.8
34.64,9.8
34.66,9.8
34.68,9.8
34.7,9.8
34.72,9.8
34.74,9.8
34.76,9.8
34.78,9.8
34.8,9.8
34.82,9.8
34.84,9.8
34.86,9.8
34.88,9.8
34.9,9.8
34.92,9.84
34.94,9.8
34.96,9.8
34.98,9.8
35,9.8
35.02,9.84
35.04,9.8
35.06,9.84
35.08,9.84
35.1,9.8
35.12,9.84
35.14,9.84
35.16,9.84
35.18,9.84
35.2,9.84
35.22,9.8
35.24,9.84
35.26,9.84
35.28,9.84
35.3,9.84
35.32,9.84
35.34,9.84
35.36,9.84
35.38,9.84
35.4,9.84
35.42,9.84
35.44,9.84
35.46,9.84
35.48,9.84
