Time [s],Voltage [V]
4.288,102
4.292,102
4.296,104
4.3,102
4.304,104
4.308,104
4.312,104
4.316,104
4.32,104
4.324,106
4.328,106
4.332,106
4.336,106
4.34,106
4.344,108
4.348,108
4.352,108
4.356,108
4.36,108
4.364,108
4.368,108
4.372,110
4.376,110
4.38,110
4.384,110
4.388,110
4.392,110
4.396,110
4.4,112
4.404,112
4.408,112
4.412,112
4.416,112
4.42,112
4.424,114
4.428,114
4.432,112
4.436,114
4.44,114
4.444,114
4.448,114
4.452,116
4.456,116
4.46,116
4.464,116
4.468,116
4.472,116
4.476,116
4.48,118
4.484,118
4.488,118
