Time [s],Voltage [V]
2.344,-28
2.348,-48
2.352,-50
2.356,-50
2.36,-50
2.364,-48
2.368,-48
2.372,-48
2.376,-48
2.38,-48
2.384,-48
2.388,-48
2.392,-46
2.396,-46
2.4,-46
2.404,-46
2.408,-46
2.412,-46
2.416,-46
2.42,-46
2.424,-44
2.428,-44
2.432,-44
2.436,-44
2.44,-44
2.444,-42
2.448,-42
2.452,-42
2.456,-42
2.46,-42
2.464,-42
2.468,-40
2.472,-40
2.476,-40
2.48,-40
2.484,-38
2.488,-38
2.492,-38
2.496,-40
2.5,-38
2.504,-38
2.508,-38
2.512,-38
2.516,-36
2.52,-36
2.524,-36
2.528,-36
2.532,-34
2.536,-36
2.54,-34
2.544,-34
2.548,-34
2.552,-34
2.556,-32
2.56,-32
2.564,-32
2.568,-32
2.572,-32
2.576,-32
2.58,-32
2.584,-32
2.588,-32
2.592,-30
2.596,-30
2.6,-30
2.604,-30
2.608,-30
2.612,-30
2.616,-30
2.62,-30
2.624,-28
2.628,-28
2.632,-28
2.636,-26
2.64,-28
2.644,-26
2.648,-26
2.652,-26
2.656,-26
2.66,-26
2.664,-26
2.668,-26
2.672,-26
2.676,-24
2.68,-24
2.684,-24
2.688,-24
2.692,-22
2.696,-24
2.7,-22
2.704,-22
2.708,-22
2.712,-20
2.716,-20
2.72,-20
2.724,-20
2.728,-20
2.732,-20
2.736,-20
2.74,-20
2.744,-20
2.748,-18
2.752,-18
2.756,-18
2.76,-18
2.764,-16
2.768,-16
2.772,-16
2.776,-16
2.78,-16
2.784,-16
2.788,-16
2.792,-16
2.796,-16
2.8,-14
2.804,-14
2.808,-14
2.812,-14
2.816,-12
2.82,-12
2.824,-12
2.828,-12
2.832,-12
2.836,-12
2.84,-12
2.844,-12
2.848,-10
2.852,-10
2.856,-10
2.86,-10
2.864,-10
2.868,-8
2.872,-8
2.876,-8
2.88,-8
2.884,-8
2.888,-8
2.892,-8
2.896,-6
2.9,-6
2.904,-6
2.908,-6
2.912,-6
2.916,-6
2.92,-4
2.924,-4
2.928,-4
2.932,-4
2.936,-2
2.94,-2
2.944,-2
2.948,-2
2.952,-2
2.956,-2
2.96,-2
2.964,-2
2.968,-2
2.972,-2
2.976,0
2.98,0
2.984,0
2.988,0
2.992,2
2.996,0
3,0
3.004,2
3.008,2
3.012,2
3.016,2
3.02,2
3.024,4
3.028,4
3.032,4
3.036,4
3.04,6
3.044,4
3.048,6
3.052,6
3.056,6
3.06,6
3.064,6
3.068,6
3.072,8
3.076,8
3.08,6
3.084,8
3.088,8
3.092,8
3.096,8
3.1,10
3.104,10
3.108,10
3.112,10
3.116,10
3.12,10
3.124,10
3.128,12
3.132,12
3.136,12
3.14,12
3.144,12
3.148,12
3.152,14
3.156,14
3.16,14
3.164,14
3.168,16
3.172,14
3.176,16
3.18,16
3.184,16
3.188,16
3.192,16
3.196,16
3.2,16
3.204,18
3.208,18
3.212,18
3.216,18
3.22,18
3.224,20
3.228,20
3.232,20
3.236,20
3.24,20
3.244,20
3.248,20
3.252,22
3.256,22
3.26,22
3.264,24
3.268,24
3.272,24
3.276,24
3.28,24
3.284,24
3.288,24
3.292,24
3.296,26
3.3,26
3.304,26
3.308,26
3.312,26
3.316,26
3.32,26
3.324,28
3.328,28
3.332,26
3.336,28
3.34,28
3.344,28
3.348,30
3.352,30
3.356,30
3.36,30
3.364,30
3.368,30
3.372,30
3.376,32
3.38,32
3.384,32
3.388,32
3.392,32
3.396,32
3.4,32
3.404,34
3.408,34
3.412,34
3.416,34
3.42,34
3.424,34
3.428,34
3.432,36
3.436,36
3.44,36
3.444,36
3.448,38
3.452,38
3.456,36
3.46,38
3.464,38
3.468,38
3.472,38
3.476,40
3.48,38
3.484,40
3.488,40
3.492,40
3.496,40
3.5,40
3.504,42
3.508,42
3.512,42
3.516,42
3.52,42
3.524,42
3.528,42
3.532,44
3.536,44
3.54,44
3.544,44
3.548,44
3.552,44
3.556,44
3.56,46
3.564,46
3.568,48
3.572,46
3.576,48
3.58,48
3.584,48
3.588,48
3.592,48
3.596,48
3.6,48
3.604,48
3.608,48
3.612,50
3.616,50
3.62,50
3.624,50
3.628,52
3.632,52
3.636,52
3.64,52
3.644,52
3.648,52
3.652,52
3.656,52
3.66,54
3.664,52
3.668,54
3.672,54
3.676,54
3.68,56
3.684,54
3.688,54
3.692,56
3.696,56
3.7,56
3.704,56
3.708,58
3.712,58
3.716,58
3.72,58
3.724,58
3.728,60
3.732,58
3.736,58
3.74,60
3.744,60
3.748,60
3.752,60
3.756,62
3.76,62
3.764,62
3.768,62
3.772,62
3.776,62
3.78,62
3.784,62
3.788,64
3.792,62
3.796,64
3.8,64
3.804,66
3.808,64
3.812,66
3.816,64
3.82,66
3.824,66
3.828,66
3.832,66
3.836,68
3.84,66
3.844,68
3.848,68
3.852,68
3.856,68
3.86,68
3.864,68
3.868,70
3.872,70
3.876,70
3.88,70
3.884,70
3.888,70
3.892,72
3.896,70
3.9,72
3.904,72
3.908,72
3.912,74
3.916,74
3.92,74
3.924,74
3.928,74
3.932,74
3.936,74
3.94,74
3.944,74
3.948,76
3.952,76
3.956,76
3.96,76
3.964,78
3.968,78
3.972,78
3.976,78
3.98,78
3.984,78
3.988,80
3.992,80
3.996,78
4,80
4.004,80
4.008,80
4.012,80
4.016,82
4.02,80
4.024,82
4.028,82
4.032,82
4.036,82
4.04,82
4.044,82
4.048,84
4.052,84
4.056,84
4.06,84
4.064,84
4.068,86
4.072,84
4.076,86
4.08,86
4.084,86
4.088,86
4.092,88
4.096,86
4.1,88
4.104,88
4.108,88
4.112,90
4.116,88
4.12,90
4.124,90
4.128,90
4.132,90
4.136,90
4.14,92
4.144,92
4.148,92
4.152,92
4.156,92
4.16,92
4.164,92
4.168,94
4.172,94
4.176,94
4.18,94
4.184,94
4.188,94
4.192,96
4.196,94
4.2,96
4.204,96
4.208,96
4.212,98
4.216,98
4.22,98
4.224,98
4.228,98
4.232,98
4.236,98
4.24,98
4.244,98
4.248,98
4.252,100
4.256,98
4.26,100
4.264,100
4.268,100
4.272,100
4.276,102
4.28,102
4.284,102
